ParkID,PSA,Park,FQ,Score
91,PSA4,West Sunset Playground,FY08Q3,0.897
10,PSA4,Lake Merced Park,FY08Q3,0.9
89,PSA4,Golden Gate Heights Park,FY08Q3,0.885
158,PSA5,Joost-Baden Mini Park,FY08Q3,0.75
200,PSA5,States Street Playground,FY08Q3,0.845
73,PSA5,Seward Mini Park,FY08Q3,0.65
113,PSA6,Duboce Park,FY08Q3,0.933
94,GGP,Golden Gate Park,FY08Q3,0.896
105,PSA1,Angelo J. Rossi Playground,FY08Q3,0.991
103,PSA1,Lincoln Park,FY08Q3,0.897
130,PSA1,Helen Wills Playground,FY08Q3,0.968
203,PSA1,Broadway Tunnel West Mini Park,FY08Q3,0.875
143,PSA1,Sue Bierman Park,FY08Q3,0.676
142,PSA1,Maritime Plaza,FY08Q3,0.974
170,PSA1,Woh Hei Yuen Park,FY08Q3,1
136,PSA1,St. Mary's Square,FY08Q3,0.941
116,PSA2,Hayes Valley Playground,FY08Q3,0.964
115,PSA2,Koshland Park,FY08Q3,0.956
137665,PSA3,Louis Sutter Playground,FY08Q3,0.9
38,PSA3,Bay View Playground,FY08Q3,0.738
164,PSA3,Crocker Amazon Playground,FY08Q3,0.817
82,PSA4,Pine Lake Park,FY08Q3,0.869
17,PSA4,Merced Heights Playground,FY08Q3,0.836
16,PSA4,Randolph-Bright Mini Park,FY08Q3,0.813
1,PSA5,Glen Park,FY08Q3,0.918
8,PSA5,Douglass Playground,FY08Q3,0.938
7,PSA5,George Christopher Playground,FY08Q3,0.94
159,PSA5,Cayuga-Lamartine Mini Park,FY08Q3,1
94,GGP,Golden Gate Park,FY08Q3,0.886
98,PSA1,DuPont Courts,FY08Q3,0.649
131,PSA1,Allyne Park,FY08Q3,0.821
184,PSA1,Fay Park,FY08Q3,1
108,PSA2,Bush-Broderick Mini Park,FY08Q3,0.963
120,PSA2,Golden Gate-Steiner Mini Park,FY08Q3,0.962
127,PSA2,Cottage Row Mini Park,FY08Q3,0.879
117,PSA2,Alamo Square,FY08Q3,0.839
121,PSA2,Buchanan Street Mall,FY08Q3,0.889
122,PSA2,Jefferson Square,FY08Q3,0.76
57,PSA2,Eugene Friend Recreation Center,FY08Q3,0.884
169,PSA2,Victoria Manalo Draves Park,FY08Q3,0.964
56,PSA2,South Park,FY08Q3,0.792
28,PSA3,John McLaren Park,FY08Q3,0.962
167,PSA4,Midtown Terrace Playground,FY08Q3,0.956
80,PSA5,Corona Heights,FY08Q3,0.984
78,PSA5,Mt. Olympus,FY08Q3,0.708
94,GGP,Golden Gate Park,FY08Q3,0.97
147,PSA1,Washington Square,FY08Q3,0.942
150,PSA1,Joe DiMaggio North Beach Playground,FY08Q3,1
144,PSA1,Washington-Hyde Mini Park,FY08Q3,0.925
149,PSA1,Telegraph Hill/Pioneer Park,FY08Q3,0.921
139,PSA1,Willie Woo Woo Wong Playground,FY08Q3,0.871
137,PSA1,Collis P. Huntington Park,FY08Q3,1
187,PSA6,Parque Ninos Unidos,FY08Q3,1
176,PSA6,Mullen-Peralta Mini Park,FY08Q3,1
95,PSA1,Cabrillo Playground,FY08Q3,0.939
97,PSA1,Argonne Playground,FY08Q3,0.956
83,PSA4,Sigmund Stern Recreation Grove,FY08Q3,1
172,PSA1,Richmond Recreation Center,FY08Q3,0.927
155,PSA1,Muriel Leff Mini Park,FY08Q3,0.586
154,PSA1,Joseph Conrad Mini Park,FY08Q3,0.97
148,PSA1,Michelangelo Playground,FY08Q3,0.912
160,PSA4,Brotherhood-Chester Mini Park,FY08Q3,0.167
196,PSA4,Head-Brotherhood Mini Park,FY08Q3,0.778
28,PSA3,John McLaren Park,FY08Q3,0.595
106,PSA2,Beideman-O'Farrell Mini Park,FY08Q3,1
114,PSA2,Page-Laguna Mini Park,FY08Q3,0.88
62,PSA6,Alioto Mini Park,FY08Q3,0.958
60,PSA6,Jose Coronado Playground,FY08Q3,0.907
138,PSA1,Justin Herman-Embarcadero Plaza,FY08Q3,0.818
135,PSA2,Union Square,FY08Q3,1
79,PSA5,Saturn Street Steps,FY08Q4,1
195,PSA5,Peixotto Playground,FY08Q4,1
146,PSA1,Hyde-Vallejo Mini Park,FY08Q4,1
14,PSA3,Lessing-Sears Mini Park,FY08Q4,0.878
158,PSA5,Joost-Baden Mini Park,FY08Q4,0.958
78,PSA5,Mt. Olympus,FY08Q4,0.5
203,PSA1,Broadway Tunnel West Mini Park,FY08Q4,0.931
106,PSA2,Beideman-O'Farrell Mini Park,FY08Q4,0.895
182,PSA2,Fillmore-Turk Mini Park,FY08Q4,0.767
56,PSA2,South Park,FY08Q4,0.813
180,PSA5,Sunnyside Conservatory,FY08Q4,0.818
55,PSA2,Franklin Square,FY08Q4,0.849
193,PSA2,Esprit Park,FY08Q4,0.939
93,PSA4,Sunset Playground,FY08Q4,0.931
91,PSA4,West Sunset Playground,FY08Q4,0.987
112,PSA1,Yacht Harbor & Marina Green,FY08Q4,1
160,PSA4,Brotherhood-Chester Mini Park,FY08Q4,1
16,PSA4,Randolph-Bright Mini Park,FY08Q4,0.632
80,PSA5,Corona Heights,FY08Q4,0.881
75,PSA5,Eureka Valley Recreation Center,FY08Q4,0.963
113,PSA6,Duboce Park,FY08Q4,0.98
59481,PSA2,Patricia's Green in Hayes Valley,FY08Q4,0.975
28,PSA3,John McLaren Park,FY08Q4,0.733
46,PSA3,Adam Rogers Park,FY08Q4,0.724
88,PSA4,McCoppin Square,FY08Q4,0.98
120,PSA2,Golden Gate-Steiner Mini Park,FY08Q4,0.944
169,PSA2,Victoria Manalo Draves Park,FY08Q4,1
137665,PSA3,Louis Sutter Playground,FY08Q4,0.832
47,PSA3,Hilltop Park,FY08Q4,0.833
10,PSA4,Lake Merced Park,FY08Q4,0.836
57,PSA2,Eugene Friend Recreation Center,FY08Q4,0.97
84,PSA4,Parkside Square,FY08Q4,0.941
9,PSA4,Rolph Nicol Playground,FY08Q4,0.854
143,PSA1,Sue Bierman Park,FY08Q4,0.432
142,PSA1,Maritime Plaza,FY08Q4,0.879
145,PSA1,Ina Coolbrith Mini Park,FY08Q4,0.739
127,PSA2,Cottage Row Mini Park,FY08Q4,0.853
167,PSA4,Midtown Terrace Playground,FY08Q4,0.973
53,PSA2,McKinley Square,FY08Q4,0.877
40,PSA3,Joseph Lee Recreation Center,FY08Q4,0.907
177,PSA3,Visitacion Valley Greenway,FY08Q4,0.949
147,PSA1,Washington Square,FY08Q4,0.938
144,PSA1,Washington-Hyde Mini Park,FY08Q4,0.939
38,PSA3,Bay View Playground,FY08Q4,0.883
116,PSA2,Hayes Valley Playground,FY08Q4,0.972
196,PSA4,Head-Brotherhood Mini Park,FY08Q4,0.405
17,PSA4,Merced Heights Playground,FY08Q4,0.901
63,PSA6,Mission Dolores Park,FY08Q4,0.942
59,PSA6,Mission Recreation Center,FY08Q4,0.974
201,PSA6,Prentiss Mini Park,FY08Q4,0.968
166,PSA1,Julius Kahn Playground,FY08Q4,0.975
102,PSA1,Mountain Lake Park,FY08Q4,0.79
151,PSA1,Alice Marble Tennis Courts,FY08Q4,1
108,PSA2,Bush-Broderick Mini Park,FY08Q4,0.762
27,PSA3,Visitacion Valley Playground,FY08Q4,0.909
48,PSA3,India Basin Shoreline Park,FY08Q4,0.867
107857,PSA5,Roosevelt-Henry Steps,FY08Q4,0.958
51,PSA6,24th Street-York Mini Park,FY08Q4,1
155,PSA1,Muriel Leff Mini Park,FY08Q4,1
105,PSA1,Angelo J. Rossi Playground,FY08Q4,0.931
126,PSA2,Japantown Peace Plaza,FY08Q4,1
122,PSA2,Jefferson Square,FY08Q4,0.756
18,PSA4,Brooks Park,FY08Q4,1
72,PSA5,Noe Valley Courts,FY08Q4,0.924
188,PSA3,Palou-Phelps Park,FY08Q4,0.902
197,PSA5,Topaz Open Space,FY08Q4,0
4,PSA5,Walter Haas Playground,FY08Q4,0.893
32,PSA6,Holly Park,FY08Q4,0.936
135,PSA2,Union Square,FY08Q4,0.925
148,PSA1,Michelangelo Playground,FY08Q4,0.877
131,PSA1,Allyne Park,FY08Q4,0.75
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY08Q4,0.915
168,PSA2,Tenderloin Children's Recreation Center,FY08Q4,0.909
33,PSA6,Bernal Heights Recreation Center,FY08Q4,0.986
34,PSA6,Coleridge Mini Park,FY08Q4,0.976
30,PSA3,Palega Recreation Center,FY08Q4,0.94
66,PSA5,Balboa Park,FY08Q4,0.816
202,PSA2,Utah-18th Street Mini Park,FY08Q4,1
187,PSA6,Parque Ninos Unidos,FY08Q4,1
149,PSA1,Telegraph Hill/Pioneer Park,FY08Q4,1
139,PSA1,Willie Woo Woo Wong Playground,FY08Q4,0.882
192,PSA2,Turk-Hyde Mini Park,FY08Q4,0.85
163,PSA4,Lower Great Highway,FY08Q4,0.946
128,PSA1,Lafayette Park,FY08Q4,0.849
111,PSA1,Palace of Fine Arts,FY08Q4,0.953
150,PSA1,Joe DiMaggio North Beach Playground,FY08Q4,1
130,PSA1,Helen Wills Playground,FY08Q4,1
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY08Q4,0.929
137,PSA1,Collis P. Huntington Park,FY08Q4,1
54,PSA2,Jackson Playground,FY08Q4,0.951
45,PSA3,Youngblood Coleman Playground,FY08Q4,0.948
25,PSA3,Alice Chalmers Playground,FY08Q4,0.957
37264,PSA5,Portola Open Space,FY08Q4,1
73,PSA5,Seward Mini Park,FY08Q4,0.923
200,PSA5,States Street Playground,FY08Q4,0.938
60,PSA6,Jose Coronado Playground,FY08Q4,0.957
114,PSA2,Page-Laguna Mini Park,FY08Q4,1
60,PSA6,Jose Coronado Playground,FY08Q4,0.961
184,PSA1,Fay Park,FY08Q4,1
138,PSA1,Justin Herman-Embarcadero Plaza,FY08Q4,0.921
37,PSA6,Precita Park,FY08Q4,0.949
97,PSA1,Argonne Playground,FY08Q4,0.816
95,PSA1,Cabrillo Playground,FY08Q4,1
42,PSA3,Little Hollywood Park,FY08Q4,0.722
65,PSA4,Aptos Playground,FY08Q4,0.88
24,PSA6,Garfield Square,FY08Q4,1
199,PSA6,Coso-Precita Mini Park,FY08Q4,0.95
99,PSA1,Rochambeau Playground,FY08Q4,0.938
98,PSA1,DuPont Courts,FY08Q4,0.902
96,PSA1,Fulton Playground,FY08Q4,0.937
170,PSA1,Woh Hei Yuen Park,FY08Q4,0.944
117,PSA2,Alamo Square,FY08Q4,0.716
134,PSA2,Father Alfred E. Boeddeker Park,FY08Q4,0.851
123,PSA2,Sgt. John Macaulay Park,FY08Q4,0.839
15,PSA3,Cayuga Playground,FY08Q4,0.9
83,PSA4,Sigmund Stern Recreation Grove,FY08Q4,0.822
67,PSA5,Sunnyside Playground,FY08Q4,1
159,PSA5,Cayuga-Lamartine Mini Park,FY08Q4,0.643
195,PSA5,Peixotto Playground,FY08Q4,0.906
100,PSA1,Richmond Playground,FY08Q4,0.975
109,PSA1,Presidio Heights Playground,FY08Q4,0.986
121,PSA2,Buchanan Street Mall,FY08Q4,0.672
89,PSA4,Golden Gate Heights Park,FY08Q4,0.889
8,PSA5,Douglass Playground,FY08Q4,0.926
23,PSA6,Juri Commons,FY08Q4,0.886
61,PSA6,Mission Playground,FY08Q4,0.957
176,PSA6,Mullen-Peralta Mini Park,FY08Q4,0.833
191,PSA6,Kid Power Park,FY08Q4,0.917
94,GGP,Golden Gate Park,FY08Q4,0.956
103,PSA1,Lincoln Park,FY08Q4,0.744
172,PSA1,Richmond Recreation Center,FY08Q4,1
101,PSA1,Park Presidio Boulevard,FY08Q4,0.914
154,PSA1,Joseph Conrad Mini Park,FY08Q4,0.921
136,PSA1,St. Mary's Square,FY08Q4,0.843
141,PSA1,Portsmouth Square,FY08Q4,0.917
119,PSA2,Margaret S. Hayward Playground,FY08Q4,0.852
104,PSA2,Grattan Playground,FY08Q4,0.941
52,PSA2,Potrero Hill Recreation Center,FY08Q4,0.79
29,PSA3,Excelsior Playground,FY08Q4,0.937
82,PSA4,Pine Lake Park,FY08Q4,0.87
68,PSA4,West Portal Playground,FY08Q4,0.966
79,PSA5,Saturn Street Steps,FY08Q4,0.875
7,PSA5,George Christopher Playground,FY08Q4,0.907
194,PSA5,29th Street-Diamond Open Space,FY08Q4,1
44,PSA3,Gilman Playground,FY08Q4,0.866
39,PSA3,Silver Terrace Playground,FY08Q4,0.88
107,PSA1,Laurel Hill Playground,FY08Q4,0.817
94,GGP,Golden Gate Park,FY08Q4,0.839
28,PSA3,John McLaren Park,FY08Q4,0.711
137671,PSA3,Herz Playground,FY08Q4,0.803
157,PSA3,Selby-Palou Mini Park,FY08Q4,0.788
164,PSA3,Crocker Amazon Playground,FY08Q4,0.852
115,PSA2,Koshland Park,FY08Q4,0.946
94,GGP,Golden Gate Park,FY08Q4,0.827
94,GGP,Golden Gate Park,FY08Q4,0.81
94,GGP,Golden Gate Park,FY08Q4,1
81,PSA5,Buena Vista Park,FY08Q4,0.851
1,PSA5,Glen Park,FY08Q4,1
129,PSA1,Alta Plaza,FY08Q4,0.845
110,PSA1,Cow Hollow Playground,FY08Q4,0.952
89,PSA4,Golden Gate Heights Park,FY09Q1,0.898
14,PSA3,Lessing-Sears Mini Park,FY09Q1,0.886
29,PSA3,Excelsior Playground,FY09Q1,0.914
167,PSA4,Midtown Terrace Playground,FY09Q1,1
67,PSA5,Sunnyside Playground,FY09Q1,0.976
113,PSA6,Duboce Park,FY09Q1,0.977
104,PSA2,Grattan Playground,FY09Q1,0.75
17,PSA4,Merced Heights Playground,FY09Q1,0.986
16,PSA4,Randolph-Bright Mini Park,FY09Q1,1
60,PSA6,Jose Coronado Playground,FY09Q1,0.817
62,PSA6,Alioto Mini Park,FY09Q1,0.959
100,PSA1,Richmond Playground,FY09Q1,1
99,PSA1,Rochambeau Playground,FY09Q1,1
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY09Q1,0.891
137,PSA1,Collis P. Huntington Park,FY09Q1,0.894
96,PSA1,Fulton Playground,FY09Q1,0.977
98,PSA1,DuPont Courts,FY09Q1,0.9
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY09Q1,0.796
134,PSA2,Father Alfred E. Boeddeker Park,FY09Q1,0.729
94,GGP,Golden Gate Park,FY09Q1,0.941
114,PSA2,Page-Laguna Mini Park,FY09Q1,0.976
106,PSA2,Beideman-O'Farrell Mini Park,FY09Q1,0.75
202,PSA2,Utah-18th Street Mini Park,FY09Q1,0.821
88,PSA4,McCoppin Square,FY09Q1,0.845
86,PSA4,Carl Larsen Park,FY09Q1,0.808
150,PSA1,Joe DiMaggio North Beach Playground,FY09Q1,0.989
130,PSA1,Helen Wills Playground,FY09Q1,1
148,PSA1,Michelangelo Playground,FY09Q1,0.964
144,PSA1,Washington-Hyde Mini Park,FY09Q1,0.871
139,PSA1,Willie Woo Woo Wong Playground,FY09Q1,0.95
141,PSA1,Portsmouth Square,FY09Q1,0.986
157,PSA3,Selby-Palou Mini Park,FY09Q1,0.86
46,PSA3,Adam Rogers Park,FY09Q1,0.889
38,PSA3,Bay View Playground,FY09Q1,0.865
44,PSA3,Gilman Playground,FY09Q1,0.924
40,PSA3,Joseph Lee Recreation Center,FY09Q1,1
188,PSA3,Palou-Phelps Park,FY09Q1,0.935
147,PSA1,Washington Square,FY09Q1,0.986
149,PSA1,Telegraph Hill/Pioneer Park,FY09Q1,0.943
176,PSA6,Mullen-Peralta Mini Park,FY09Q1,1
187,PSA6,Parque Ninos Unidos,FY09Q1,0.975
182,PSA2,Fillmore-Turk Mini Park,FY09Q1,1
34,PSA6,Coleridge Mini Park,FY09Q1,0.964
33,PSA6,Bernal Heights Recreation Center,FY09Q1,0.911
54,PSA2,Jackson Playground,FY09Q1,0.99
53,PSA2,McKinley Square,FY09Q1,0.649
55,PSA2,Franklin Square,FY09Q1,0.727
18,PSA4,Brooks Park,FY09Q1,0.957
94,GGP,Golden Gate Park,FY09Q1,0.987
164,PSA3,Crocker Amazon Playground,FY09Q1,0.53
10,PSA4,Lake Merced Park,FY09Q1,0.943
94,GGP,Golden Gate Park,FY09Q1,1
102,PSA1,Mountain Lake Park,FY09Q1,0.908
160,PSA4,Brotherhood-Chester Mini Park,FY09Q1,0.571
196,PSA4,Head-Brotherhood Mini Park,FY09Q1,0.622
73,PSA5,Seward Mini Park,FY09Q1,0.842
200,PSA5,States Street Playground,FY09Q1,0.954
63,PSA6,Mission Dolores Park,FY09Q1,0.781
166,PSA1,Julius Kahn Playground,FY09Q1,0.935
172,PSA1,Richmond Recreation Center,FY09Q1,1
155,PSA1,Muriel Leff Mini Park,FY09Q1,0.923
126,PSA2,Japantown Peace Plaza,FY09Q1,0.882
193,PSA2,Esprit Park,FY09Q1,0.935
107857,PSA5,Roosevelt-Henry Steps,FY09Q1,0.952
94,GGP,Golden Gate Park,FY09Q1,0.83
131,PSA1,Allyne Park,FY09Q1,0.971
154,PSA1,Joseph Conrad Mini Park,FY09Q1,1
112,PSA1,Yacht Harbor & Marina Green,FY09Q1,0.674
184,PSA1,Fay Park,FY09Q1,1
122,PSA2,Jefferson Square,FY09Q1,0.765
177,PSA3,Visitacion Valley Greenway,FY09Q1,0.829
48,PSA3,India Basin Shoreline Park,FY09Q1,0.722
45,PSA3,Youngblood Coleman Playground,FY09Q1,0.885
23,PSA6,Juri Commons,FY09Q1,0.935
50,PSA6,James Rolph Jr. Playground,FY09Q1,0.929
94,GGP,Golden Gate Park,FY09Q1,0.882
129,PSA1,Alta Plaza,FY09Q1,0.905
203,PSA1,Broadway Tunnel West Mini Park,FY09Q1,0.919
135,PSA2,Union Square,FY09Q1,0.976
181,PSA5,Diamond-Farnum Open Space,FY09Q1,1
194,PSA5,29th Street-Diamond Open Space,FY09Q1,1
191,PSA6,Kid Power Park,FY09Q1,0.956
32,PSA6,Holly Park,FY09Q1,0.981
132,PSA1,Moscone Recreation Center,FY09Q1,0.907
128,PSA1,Lafayette Park,FY09Q1,0.957
170,PSA1,Woh Hei Yuen Park,FY09Q1,0.986
136,PSA1,St. Mary's Square,FY09Q1,0.814
169,PSA2,Victoria Manalo Draves Park,FY09Q1,0.879
192,PSA2,Turk-Hyde Mini Park,FY09Q1,0.95
83,PSA4,Sigmund Stern Recreation Grove,FY09Q1,1
201,PSA6,Prentiss Mini Park,FY09Q1,0.897
31,PSA6,St. Mary's Recreation Center,FY09Q1,0.715
97,PSA1,Argonne Playground,FY09Q1,0.968
95,PSA1,Cabrillo Playground,FY09Q1,0.91
107,PSA1,Laurel Hill Playground,FY09Q1,1
57,PSA2,Eugene Friend Recreation Center,FY09Q1,0.949
56,PSA2,South Park,FY09Q1,1
28,PSA3,John McLaren Park,FY09Q1,0.702
75,PSA5,Eureka Valley Recreation Center,FY09Q1,0.897
51,PSA6,24th Street-York Mini Park,FY09Q1,1
146,PSA1,Hyde-Vallejo Mini Park,FY09Q1,1
145,PSA1,Ina Coolbrith Mini Park,FY09Q1,1
163,PSA4,Lower Great Highway,FY09Q1,0.655
65,PSA4,Aptos Playground,FY09Q1,0.947
180,PSA5,Sunnyside Conservatory,FY09Q1,0.719
70,PSA5,Miraloma Playground,FY09Q1,0.968
1,PSA5,Glen Park,FY09Q1,1
81,PSA5,Buena Vista Park,FY09Q1,0.814
80,PSA5,Corona Heights,FY09Q1,0.957
158,PSA5,Joost-Baden Mini Park,FY09Q1,0.923
151,PSA1,Alice Marble Tennis Courts,FY09Q1,0.982
110,PSA1,Cow Hollow Playground,FY09Q1,0.981
127,PSA2,Cottage Row Mini Park,FY09Q1,1
120,PSA2,Golden Gate-Steiner Mini Park,FY09Q1,1
52,PSA2,Potrero Hill Recreation Center,FY09Q1,0.75
47,PSA3,Hilltop Park,FY09Q1,0.86
189,PSA3,Ridgetop Plaza,FY09Q1,0.875
39,PSA3,Silver Terrace Playground,FY09Q1,0.954
177,PSA3,Visitacion Valley Greenway,FY09Q1,0.942
84,PSA4,Parkside Square,FY09Q1,0.941
93,PSA4,Sunset Playground,FY09Q1,0.907
91,PSA4,West Sunset Playground,FY09Q1,0.879
68,PSA4,West Portal Playground,FY09Q1,0.959
72,PSA5,Noe Valley Courts,FY09Q1,0.939
6,PSA5,Everson-Digby Lots,FY09Q1,1
197,PSA5,Topaz Open Space,FY09Q1,0
61,PSA6,Mission Playground,FY09Q1,0.89
59,PSA6,Mission Recreation Center,FY09Q1,0.969
105,PSA1,Angelo J. Rossi Playground,FY09Q1,0.992
143,PSA1,Sue Bierman Park,FY09Q1,1
142,PSA1,Maritime Plaza,FY09Q1,1
115,PSA2,Koshland Park,FY09Q1,0.863
119,PSA2,Margaret S. Hayward Playground,FY09Q1,0.967
52,PSA2,Potrero Hill Recreation Center,FY09Q1,0.846
27,PSA3,Visitacion Valley Playground,FY09Q1,0.972
25,PSA3,Alice Chalmers Playground,FY09Q1,0.979
82,PSA4,Pine Lake Park,FY09Q1,0.863
19,PSA4,Minnie & Lovie Ward Recreation Center,FY09Q1,0.963
4,PSA5,Walter Haas Playground,FY09Q1,1
8,PSA5,Douglass Playground,FY09Q1,1
7,PSA5,George Christopher Playground,FY09Q1,1
37,PSA6,Precita Park,FY09Q1,0.83
49,PSA6,Potrero del Sol Park,FY09Q1,0.718
108,PSA2,Bush-Broderick Mini Park,FY09Q1,0.914
78,PSA5,Mt. Olympus,FY09Q1,0.833
37264,PSA5,Portola Open Space,FY09Q1,1
109,PSA1,Presidio Heights Playground,FY09Q1,0.93
15,PSA3,Cayuga Playground,FY09Q1,0.897
85,PSA4,South Sunset Playground,FY09Q1,0.963
9,PSA4,Rolph Nicol Playground,FY09Q1,0.974
159,PSA5,Cayuga-Lamartine Mini Park,FY09Q1,1
101,PSA1,Park Presidio Boulevard,FY09Q1,0.647
138,PSA1,Justin Herman-Embarcadero Plaza,FY09Q1,0.946
116,PSA2,Hayes Valley Playground,FY09Q1,0.646
59481,PSA2,Patricia's Green in Hayes Valley,FY09Q1,0.805
79,PSA5,Saturn Street Steps,FY09Q1,0.885
195,PSA5,Peixotto Playground,FY09Q1,0.903
24,PSA6,Garfield Square,FY09Q1,0.903
199,PSA6,Coso-Precita Mini Park,FY09Q1,1
111,PSA1,Palace of Fine Arts,FY09Q1,0.818
28,PSA3,John McLaren Park,FY09Q1,0.832
137665,PSA3,Louis Sutter Playground,FY09Q1,0.776
137671,PSA3,Herz Playground,FY09Q1,0.795
30,PSA3,Palega Recreation Center,FY09Q1,0.867
42,PSA3,Little Hollywood Park,FY09Q1,0.887
94,GGP,Golden Gate Park,FY09Q1,1
94,GGP,Golden Gate Park,FY09Q1,0.899
117,PSA2,Alamo Square,FY09Q1,0.937
121,PSA2,Buchanan Street Mall,FY09Q1,0.636
164,PSA3,Crocker Amazon Playground,FY09Q2,0.759
154,PSA1,Joseph Conrad Mini Park,FY09Q2,1
145,PSA1,Ina Coolbrith Mini Park,FY09Q2,0.872
95,PSA1,Cabrillo Playground,FY09Q2,0.92
97,PSA1,Argonne Playground,FY09Q2,0.942
109,PSA1,Presidio Heights Playground,FY09Q2,0.974
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY09Q2,0.936
107,PSA1,Laurel Hill Playground,FY09Q2,0.988
134,PSA2,Father Alfred E. Boeddeker Park,FY09Q2,0.985
90,PSA4,J. P. Murphy Playground,FY09Q2,0.989
8,PSA5,Douglass Playground,FY09Q2,0.878
94,GGP,Golden Gate Park,FY09Q2,0.802
181,PSA5,Diamond-Farnum Open Space,FY09Q2,1
1,PSA5,Glen Park,FY09Q2,0.714
194,PSA5,29th Street-Diamond Open Space,FY09Q2,0.714
9,PSA4,Rolph Nicol Playground,FY09Q2,0.791
122,PSA2,Jefferson Square,FY09Q2,0.848
167,PSA4,Midtown Terrace Playground,FY09Q2,0.931
78,PSA5,Mt. Olympus,FY09Q2,0.9
75,PSA5,Eureka Valley Recreation Center,FY09Q2,1
176,PSA6,Mullen-Peralta Mini Park,FY09Q2,1
187,PSA6,Parque Ninos Unidos,FY09Q2,0.987
127,PSA2,Cottage Row Mini Park,FY09Q2,0.878
120,PSA2,Golden Gate-Steiner Mini Park,FY09Q2,0.75
80,PSA5,Corona Heights,FY09Q2,0.964
94,GGP,Golden Gate Park,FY09Q2,0.888
38,PSA3,Bay View Playground,FY09Q2,0.792
44,PSA3,Gilman Playground,FY09Q2,0.927
82,PSA4,Pine Lake Park,FY09Q2,0.836
84,PSA4,Parkside Square,FY09Q2,0.822
65,PSA4,Aptos Playground,FY09Q2,0.859
34,PSA6,Coleridge Mini Park,FY09Q2,1
33,PSA6,Bernal Heights Recreation Center,FY09Q2,0.987
131,PSA1,Allyne Park,FY09Q2,0.914
129,PSA1,Alta Plaza,FY09Q2,0.869
147,PSA1,Washington Square,FY09Q2,0.913
144,PSA1,Washington-Hyde Mini Park,FY09Q2,0.976
68,PSA4,West Portal Playground,FY09Q2,0.81
89,PSA4,Golden Gate Heights Park,FY09Q2,0.882
94,GGP,Golden Gate Park,FY09Q2,1
191,PSA6,Kid Power Park,FY09Q2,0.841
96,PSA1,Fulton Playground,FY09Q2,0.899
98,PSA1,DuPont Courts,FY09Q2,1
72,PSA5,Noe Valley Courts,FY09Q2,0.857
94,GGP,Golden Gate Park,FY09Q2,0.954
150,PSA1,Joe DiMaggio North Beach Playground,FY09Q2,0.978
130,PSA1,Helen Wills Playground,FY09Q2,0.978
184,PSA1,Fay Park,FY09Q2,1
138,PSA1,Justin Herman-Embarcadero Plaza,FY09Q2,0.852
63,PSA6,Mission Dolores Park,FY09Q2,0.603
10,PSA4,Lake Merced Park,FY09Q2,0.92
102,PSA1,Mountain Lake Park,FY09Q2,0.991
121,PSA2,Buchanan Street Mall,FY09Q2,0.803
117,PSA2,Alamo Square,FY09Q2,0.965
88,PSA4,McCoppin Square,FY09Q2,0.829
16,PSA4,Randolph-Bright Mini Park,FY09Q2,0.949
160,PSA4,Brotherhood-Chester Mini Park,FY09Q2,0.818
196,PSA4,Head-Brotherhood Mini Park,FY09Q2,0.765
19,PSA4,Minnie & Lovie Ward Recreation Center,FY09Q2,0.934
81,PSA5,Buena Vista Park,FY09Q2,0.732
7,PSA5,George Christopher Playground,FY09Q2,0.968
53,PSA2,McKinley Square,FY09Q2,0.86
48,PSA3,India Basin Shoreline Park,FY09Q2,0.852
57,PSA2,Eugene Friend Recreation Center,FY09Q2,0.913
177,PSA3,Visitacion Valley Greenway,FY09Q2,1
163,PSA4,Lower Great Highway,FY09Q2,1
84,PSA4,Parkside Square,FY09Q2,0.898
200,PSA5,States Street Playground,FY09Q2,0.926
73,PSA5,Seward Mini Park,FY09Q2,0.938
13,PSA4,Junipero Serra Playground,FY09Q2,0.989
70,PSA5,Miraloma Playground,FY09Q2,0.968
132,PSA1,Moscone Recreation Center,FY09Q2,0.955
128,PSA1,Lafayette Park,FY09Q2,0.958
28,PSA3,John McLaren Park,FY09Q2,0.959
15,PSA3,Cayuga Playground,FY09Q2,0.557
126,PSA2,Japantown Peace Plaza,FY09Q2,1
85,PSA4,South Sunset Playground,FY09Q2,0.881
93,PSA4,Sunset Playground,FY09Q2,0.822
94,GGP,Golden Gate Park,FY09Q2,0.921
155,PSA1,Muriel Leff Mini Park,FY09Q2,0.976
148,PSA1,Michelangelo Playground,FY09Q2,0.98
141,PSA1,Portsmouth Square,FY09Q2,1
146,PSA1,Hyde-Vallejo Mini Park,FY09Q2,0.875
137,PSA1,Collis P. Huntington Park,FY09Q2,1
56,PSA2,South Park,FY09Q2,0.904
169,PSA2,Victoria Manalo Draves Park,FY09Q2,0.987
42,PSA3,Little Hollywood Park,FY09Q2,0.957
61,PSA6,Mission Playground,FY09Q2,0.949
31,PSA6,St. Mary's Recreation Center,FY09Q2,0.85
59,PSA6,Mission Recreation Center,FY09Q2,1
139,PSA1,Willie Woo Woo Wong Playground,FY09Q2,1
