ParkID,PSA,Park,FQ,Score
86,PSA4,Carl Larsen Park,FY05Q3,0.795
13,PSA4,Junipero Serra Playground,FY05Q3,0.957
9,PSA4,Rolph Nicol Playground,FY05Q3,0.864
117,PSA2,Alamo Square,FY05Q4,0.857
60,PSA6,Jose Coronado Playground,FY05Q4,0.859
42,PSA3,Little Hollywood Park,FY05Q4,0.846
10,PSA4,Lake Merced Park,FY05Q4,0.73
94,GGP,Golden Gate Park,FY05Q4,0.588
104,PSA2,Grattan Playground,FY05Q4,0.873
153,PSA1,Francisco Park,FY05Q4,1
111,PSA1,Palace of Fine Arts,FY05Q4,0.772
80,PSA5,Corona Heights,FY05Q4,1
200,PSA5,States Street Playground,FY05Q4,0.961
33,PSA6,Bernal Heights Recreation Center,FY05Q4,0.921
192,PSA2,Turk-Hyde Mini Park,FY05Q4,1
22,PSA5,Upper Noe Recreation Center,FY05Q4,0.779
32,PSA6,Holly Park,FY05Q4,0.932
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY05Q4,0.854
144,PSA1,Washington-Hyde Mini Park,FY05Q4,1
137,PSA1,Collis P. Huntington Park,FY05Q4,0.978
145,PSA1,Ina Coolbrith Mini Park,FY05Q4,0.826
75,PSA5,Eureka Valley Recreation Center,FY05Q4,0.385
73,PSA5,Seward Mini Park,FY05Q4,0.956
94,GGP,Golden Gate Park,FY05Q4,0.864
30,PSA3,Palega Recreation Center,FY05Q4,0.796
89,PSA4,Golden Gate Heights Park,FY05Q4,0.878
72,PSA5,Noe Valley Courts,FY05Q4,0.54
7,PSA5,George Christopher Playground,FY05Q4,0.5
8,PSA5,Douglass Playground,FY05Q4,0.537
61,PSA6,Mission Playground,FY05Q4,0.566
105,PSA1,Angelo J. Rossi Playground,FY05Q4,0.881
96,PSA1,Fulton Playground,FY05Q4,0.785
201,PSA6,Prentiss Mini Park,FY05Q4,0.938
95,PSA1,Cabrillo Playground,FY05Q4,0.847
156,PSA1,10th Avenue-Clement Mini Park,FY05Q4,0.655
172,PSA1,Richmond Recreation Center,FY05Q4,0.952
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY05Q4,0.974
65,PSA4,Aptos Playground,FY05Q4,0.759
9,PSA4,Rolph Nicol Playground,FY05Q4,0.904
54,PSA2,Jackson Playground,FY05Q4,0.885
52,PSA2,Potrero Hill Recreation Center,FY05Q4,0.831
159,PSA5,Cayuga-Lamartine Mini Park,FY05Q4,0.545
31,PSA6,St. Mary's Recreation Center,FY05Q4,0.976
94,GGP,Golden Gate Park,FY05Q4,0.877
141,PSA1,Portsmouth Square,FY05Q4,0.714
134,PSA2,Father Alfred E. Boeddeker Park,FY05Q4,1
164,PSA3,Crocker Amazon Playground,FY05Q4,0.809
13,PSA4,Junipero Serra Playground,FY05Q4,0.935
68,PSA4,West Portal Playground,FY05Q4,1
16,PSA4,Randolph-Bright Mini Park,FY05Q4,0.875
196,PSA4,Head-Brotherhood Mini Park,FY05Q4,0.957
17,PSA4,Merced Heights Playground,FY05Q4,0.747
70,PSA5,Miraloma Playground,FY05Q4,0.914
1,PSA5,Glen Park,FY05Q4,0.858
158,PSA5,Joost-Baden Mini Park,FY06Q1,0.571
34,PSA6,Coleridge Mini Park,FY06Q1,0.632
182,PSA2,Fillmore-Turk Mini Park,FY06Q1,0.73
122,PSA2,Jefferson Square,FY06Q1,0.788
107,PSA1,Laurel Hill Playground,FY06Q1,0.896
166,PSA1,Julius Kahn Playground,FY06Q1,0.872
108,PSA2,Bush-Broderick Mini Park,FY06Q1,0.714
119,PSA2,Margaret S. Hayward Playground,FY06Q1,0.87
105,PSA1,Angelo J. Rossi Playground,FY06Q1,0.909
116,PSA2,Hayes Valley Playground,FY06Q1,0.939
114,PSA2,Page-Laguna Mini Park,FY06Q1,0.833
56,PSA2,South Park,FY06Q1,0.979
38,PSA3,Bay View Playground,FY06Q1,0.717
44,PSA3,Gilman Playground,FY06Q1,0.702
177,PSA3,Visitacion Valley Greenway,FY06Q1,0.859
157,PSA3,Selby-Palou Mini Park,FY06Q1,0.548
102,PSA1,Mountain Lake Park,FY06Q1,0.849
124,PSA2,Raymond Kimbell Playground,FY06Q1,0.568
51,PSA6,24th Street-York Mini Park,FY06Q1,0.927
45,PSA3,Youngblood Coleman Playground,FY06Q1,0.785
82,PSA4,Pine Lake Park,FY06Q1,0.692
18,PSA4,Brooks Park,FY06Q1,1
23,PSA6,Juri Commons,FY06Q1,0.739
187,PSA6,Parque Ninos Unidos,FY06Q1,0.906
39,PSA3,Silver Terrace Playground,FY06Q1,0.802
188,PSA3,Palou-Phelps Park,FY06Q1,0.787
93,PSA4,Sunset Playground,FY06Q1,0.773
165,PSA3,Hunters Point Recreation Center,FY06Q1,0.639
84,PSA4,Parkside Square,FY06Q1,0.873
166,PSA1,Julius Kahn Playground,FY06Q1,0.962
107,PSA1,Laurel Hill Playground,FY06Q1,0.915
108,PSA2,Bush-Broderick Mini Park,FY06Q1,0.844
124,PSA2,Raymond Kimbell Playground,FY06Q1,0.754
86,PSA4,Carl Larsen Park,FY06Q1,0.813
72,PSA5,Noe Valley Courts,FY06Q1,0.862
149,PSA1,Telegraph Hill/Pioneer Park,FY06Q1,0.66
147,PSA1,Washington Square,FY06Q1,0.611
204,PSA1,Broadway Tunnel East Mini Park,FY06Q1,1
152,PSA1,Chestnut-Kearny Open Space,FY06Q1,0.8
150,PSA1,Joe DiMaggio North Beach Playground,FY06Q1,0.849
94,GGP,Golden Gate Park,FY06Q1,0.956
94,GGP,Golden Gate Park,FY06Q1,0.964
94,GGP,Golden Gate Park,FY06Q1,0.724
94,GGP,Golden Gate Park,FY06Q1,0.936
132,PSA1,Moscone Recreation Center,FY06Q1,0.774
79,PSA5,Saturn Street Steps,FY06Q1,0.286
81,PSA5,Buena Vista Park,FY06Q1,0.619
195,PSA5,Peixotto Playground,FY06Q1,0.77
94,GGP,Golden Gate Park,FY06Q1,0.858
94,GGP,Golden Gate Park,FY06Q1,1
94,GGP,Golden Gate Park,FY06Q1,1
193,PSA2,Esprit Park,FY06Q1,0.875
113,PSA6,Duboce Park,FY06Q1,0.918
37,PSA6,Precita Park,FY06Q1,0.935
167,PSA4,Midtown Terrace Playground,FY06Q1,0.968
78,PSA5,Mt. Olympus,FY06Q1,0.952
197,PSA5,Topaz Open Space,FY06Q1,0
63,PSA6,Mission Dolores Park,FY06Q1,0.953
199,PSA6,Coso-Precita Mini Park,FY06Q1,1
176,PSA6,Mullen-Peralta Mini Park,FY06Q1,1
19,PSA4,Minnie & Lovie Ward Recreation Center,FY06Q1,0.547
170,PSA1,Woh Hei Yuen Park,FY06Q1,0.862
139,PSA1,Willie Woo Woo Wong Playground,FY06Q1,0.943
85,PSA4,South Sunset Playground,FY06Q1,0.909
88,PSA4,McCoppin Square,FY06Q1,0.919
194,PSA5,29th Street-Diamond Open Space,FY06Q1,1
203,PSA1,Broadway Tunnel West Mini Park,FY06Q1,0.909
136,PSA1,St. Mary's Square,FY06Q1,1
202,PSA2,Utah-18th Street Mini Park,FY06Q1,0.474
55,PSA2,Franklin Square,FY06Q1,0.174
180,PSA5,Sunnyside Conservatory,FY06Q1,0.645
66,PSA5,Balboa Park,FY06Q1,0.887
191,PSA6,Kid Power Park,FY06Q1,1
94,GGP,Golden Gate Park,FY06Q1,0.804
94,GGP,Golden Gate Park,FY06Q1,0.756
94,GGP,Golden Gate Park,FY06Q1,0.754
46,PSA3,Adam Rogers Park,FY06Q1,0.508
47,PSA3,Hilltop Park,FY06Q1,0.63
103,PSA1,Lincoln Park,FY06Q1,0.694
48,PSA3,India Basin Shoreline Park,FY06Q1,0.734
189,PSA3,Ridgetop Plaza,FY06Q1,0.76
91,PSA4,West Sunset Playground,FY06Q1,0.942
59,PSA6,Mission Recreation Center,FY06Q1,1
130,PSA1,Helen Wills Playground,FY06Q1,0.918
24,PSA6,Garfield Square,FY06Q1,0.705
50,PSA6,James Rolph Jr. Playground,FY06Q1,0.855
49,PSA6,Potrero del Sol Park,FY06Q1,0.841
14,PSA3,Lessing-Sears Mini Park,FY06Q1,0.615
15,PSA3,Cayuga Playground,FY06Q1,0.815
25,PSA3,Alice Chalmers Playground,FY06Q1,0.925
53,PSA2,McKinley Square,FY06Q1,0.905
97,PSA1,Argonne Playground,FY06Q1,0.926
155,PSA1,Muriel Leff Mini Park,FY06Q1,0.974
154,PSA1,Joseph Conrad Mini Park,FY06Q1,0.902
148,PSA1,Michelangelo Playground,FY06Q1,0.959
146,PSA1,Hyde-Vallejo Mini Park,FY06Q1,1
123,PSA2,Sgt. John Macaulay Park,FY06Q1,0.762
168,PSA2,Tenderloin Children's Recreation Center,FY06Q1,0.935
83,PSA4,Sigmund Stern Recreation Grove,FY06Q1,0.916
90,PSA4,J. P. Murphy Playground,FY06Q1,1
94,GGP,Golden Gate Park,FY06Q1,0.877
99,PSA1,Rochambeau Playground,FY06Q1,1
98,PSA1,DuPont Courts,FY06Q1,0.873
100,PSA1,Richmond Playground,FY06Q1,0.948
138,PSA1,Justin Herman-Embarcadero Plaza,FY06Q1,0.9
135,PSA2,Union Square,FY06Q1,1
120,PSA2,Golden Gate-Steiner Mini Park,FY06Q1,0.579
121,PSA2,Buchanan Street Mall,FY06Q1,0.68
115,PSA2,Koshland Park,FY06Q1,0.872
67,PSA5,Sunnyside Playground,FY06Q1,0.643
28,PSA3,John McLaren Park,FY06Q1,0.84
28,PSA3,John McLaren Park,FY06Q1,0.593
28,PSA3,John McLaren Park,FY06Q1,0.85
26,PSA3,Kelloch Velasco Mini Park,FY06Q1,0.889
127,PSA2,Cottage Row Mini Park,FY06Q1,0.735
106,PSA2,Beideman-O'Farrell Mini Park,FY06Q1,0.778
27,PSA3,Visitacion Valley Playground,FY06Q1,0.978
40,PSA3,Joseph Lee Recreation Center,FY06Q1,0.413
29,PSA3,Excelsior Playground,FY06Q1,0.978
131,PSA1,Allyne Park,FY06Q1,1
128,PSA1,Lafayette Park,FY06Q1,0.58
112,PSA1,Yacht Harbor & Marina Green,FY06Q1,0.792
109,PSA1,Presidio Heights Playground,FY06Q1,0.932
126,PSA2,Japantown Peace Plaza,FY06Q1,0.875
125,PSA2,Hamilton Recreation Center,FY06Q1,0.468
132,PSA1,Moscone Recreation Center,FY06Q2,0.89
81,PSA5,Buena Vista Park,FY06Q2,0.955
195,PSA5,Peixotto Playground,FY06Q2,0.983
79,PSA5,Saturn Street Steps,FY06Q2,0.786
8,PSA5,Douglass Playground,FY06Q2,0.717
172,PSA1,Richmond Recreation Center,FY06Q2,1
156,PSA1,10th Avenue-Clement Mini Park,FY06Q2,0.854
96,PSA1,Fulton Playground,FY06Q2,0.902
201,PSA6,Prentiss Mini Park,FY06Q2,0.875
31,PSA6,St. Mary's Recreation Center,FY06Q2,0.881
33,PSA6,Bernal Heights Recreation Center,FY06Q2,0.75
22,PSA5,Upper Noe Recreation Center,FY06Q2,0.667
149,PSA1,Telegraph Hill/Pioneer Park,FY06Q2,0.945
147,PSA1,Washington Square,FY06Q2,0.939
204,PSA1,Broadway Tunnel East Mini Park,FY06Q2,0.45
152,PSA1,Chestnut-Kearny Open Space,FY06Q2,1
150,PSA1,Joe DiMaggio North Beach Playground,FY06Q2,0.99
18,PSA4,Brooks Park,FY06Q2,0.912
16,PSA4,Randolph-Bright Mini Park,FY06Q2,0.767
196,PSA4,Head-Brotherhood Mini Park,FY06Q2,0.939
137,PSA1,Collis P. Huntington Park,FY06Q2,0.935
13,PSA4,Junipero Serra Playground,FY06Q2,0.975
187,PSA6,Parque Ninos Unidos,FY06Q2,0.867
51,PSA6,24th Street-York Mini Park,FY06Q2,0.875
60,PSA6,Jose Coronado Playground,FY06Q2,0.746
95,PSA1,Cabrillo Playground,FY06Q2,0.963
107,PSA1,Laurel Hill Playground,FY06Q2,0.913
102,PSA1,Mountain Lake Park,FY06Q2,0.811
166,PSA1,Julius Kahn Playground,FY06Q2,0.939
108,PSA2,Bush-Broderick Mini Park,FY06Q2,0.514
124,PSA2,Raymond Kimbell Playground,FY06Q2,0.593
17,PSA4,Merced Heights Playground,FY06Q2,0.824
10,PSA4,Lake Merced Park,FY06Q2,0.809
129,PSA1,Alta Plaza,FY06Q2,0.956
151,PSA1,Alice Marble Tennis Courts,FY06Q2,1
9,PSA4,Rolph Nicol Playground,FY06Q2,0.93
68,PSA4,West Portal Playground,FY06Q2,0.927
70,PSA5,Miraloma Playground,FY06Q2,0.685
72,PSA5,Noe Valley Courts,FY06Q2,0.851
141,PSA1,Portsmouth Square,FY06Q2,0.886
89,PSA4,Golden Gate Heights Park,FY06Q2,0.839
165,PSA3,Hunters Point Recreation Center,FY06Q2,0.81
45,PSA3,Youngblood Coleman Playground,FY06Q2,0.667
61,PSA6,Mission Playground,FY06Q2,0.943
119,PSA2,Margaret S. Hayward Playground,FY06Q2,0.908
7,PSA5,George Christopher Playground,FY06Q2,0.879
94,GGP,Golden Gate Park,FY06Q2,0.847
30,PSA3,Palega Recreation Center,FY06Q2,0.593
104,PSA2,Grattan Playground,FY06Q2,0.684
42,PSA3,Little Hollywood Park,FY06Q2,0.898
1,PSA5,Glen Park,FY06Q2,0.99
34,PSA6,Coleridge Mini Park,FY06Q2,0.941
52,PSA2,Potrero Hill Recreation Center,FY06Q2,0.93
23,PSA6,Juri Commons,FY06Q2,0.872
94,GGP,Golden Gate Park,FY06Q2,0.545
122,PSA2,Jefferson Square,FY06Q2,0.848
164,PSA3,Crocker Amazon Playground,FY06Q2,0.835
159,PSA5,Cayuga-Lamartine Mini Park,FY06Q2,0.531
144,PSA1,Washington-Hyde Mini Park,FY06Q2,0.925
44,PSA3,Gilman Playground,FY06Q2,0.764
177,PSA3,Visitacion Valley Greenway,FY06Q2,0.976
177,PSA3,Visitacion Valley Greenway,FY06Q2,1
82,PSA4,Pine Lake Park,FY06Q2,0.64
93,PSA4,Sunset Playground,FY06Q2,0.97
84,PSA4,Parkside Square,FY06Q2,0.487
86,PSA4,Carl Larsen Park,FY06Q2,0.256
158,PSA5,Joost-Baden Mini Park,FY06Q2,0.947
94,GGP,Golden Gate Park,FY06Q2,0.325
94,GGP,Golden Gate Park,FY06Q2,0.489
56,PSA2,South Park,FY06Q2,0.923
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY06Q2,0.965
192,PSA2,Turk-Hyde Mini Park,FY06Q2,0.929
54,PSA2,Jackson Playground,FY06Q2,0.92
39,PSA3,Silver Terrace Playground,FY06Q2,0.595
188,PSA3,Palou-Phelps Park,FY06Q2,0.75
157,PSA3,Selby-Palou Mini Park,FY06Q2,0.83
38,PSA3,Bay View Playground,FY06Q2,0.857
80,PSA5,Corona Heights,FY06Q2,0.976
200,PSA5,States Street Playground,FY06Q2,1
32,PSA6,Holly Park,FY06Q2,0.811
94,GGP,Golden Gate Park,FY06Q2,0.485
94,GGP,Golden Gate Park,FY06Q2,0.488
111,PSA1,Palace of Fine Arts,FY06Q2,0.957
182,PSA2,Fillmore-Turk Mini Park,FY06Q2,0.909
134,PSA2,Father Alfred E. Boeddeker Park,FY06Q2,0.918
75,PSA5,Eureka Valley Recreation Center,FY06Q2,1
73,PSA5,Seward Mini Park,FY06Q2,1
94,GGP,Golden Gate Park,FY06Q2,0.849
94,GGP,Golden Gate Park,FY06Q2,0.717
94,GGP,Golden Gate Park,FY06Q2,0.341
94,GGP,Golden Gate Park,FY06Q2,0.674
94,GGP,Golden Gate Park,FY06Q2,0.377
94,GGP,Golden Gate Park,FY06Q2,0.333
94,GGP,Golden Gate Park,FY06Q2,0.61
153,PSA1,Francisco Park,FY06Q2,1
142,PSA1,Maritime Plaza,FY06Q2,1
143,PSA1,Sue Bierman Park,FY06Q2,0.865
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY06Q2,0.83
105,PSA1,Angelo J. Rossi Playground,FY06Q2,0.902
116,PSA2,Hayes Valley Playground,FY06Q2,0.644
114,PSA2,Page-Laguna Mini Park,FY06Q2,0.75
145,PSA1,Ina Coolbrith Mini Park,FY06Q2,0.758
10,PSA4,Lake Merced Park,FY06Q3,0.854
18,PSA4,Brooks Park,FY06Q3,0.88
160,PSA4,Brotherhood-Chester Mini Park,FY06Q3,0.5
120,PSA2,Golden Gate-Steiner Mini Park,FY06Q3,0.885
59481,PSA2,Patricia's Green in Hayes Valley,FY06Q3,1
155,PSA1,Muriel Leff Mini Park,FY06Q3,0.969
146,PSA1,Hyde-Vallejo Mini Park,FY06Q3,0.927
85,PSA4,South Sunset Playground,FY06Q3,0.917
4,PSA5,Walter Haas Playground,FY06Q3,0.847
66,PSA5,Balboa Park,FY06Q3,0.776
66,PSA5,Balboa Park,FY06Q3,0.443
15,PSA3,Cayuga Playground,FY06Q3,0.904
29,PSA3,Excelsior Playground,FY06Q3,0.913
99,PSA1,Rochambeau Playground,FY06Q3,0.958
109,PSA1,Presidio Heights Playground,FY06Q3,0.853
26,PSA3,Kelloch Velasco Mini Park,FY06Q3,0.816
98,PSA1,DuPont Courts,FY06Q3,0.864
94,GGP,Golden Gate Park,FY06Q3,0.983
126,PSA2,Japantown Peace Plaza,FY06Q3,0.958
125,PSA2,Hamilton Recreation Center,FY06Q3,0.521
27,PSA3,Visitacion Valley Playground,FY06Q3,0.949
195,PSA5,Peixotto Playground,FY06Q3,0.864
28,PSA3,John McLaren Park,FY06Q3,0.787
139,PSA1,Willie Woo Woo Wong Playground,FY06Q3,0.881
121,PSA2,Buchanan Street Mall,FY06Q3,0.674
127,PSA2,Cottage Row Mini Park,FY06Q3,0.806
28,PSA3,John McLaren Park,FY06Q3,0.683
28,PSA3,John McLaren Park,FY06Q3,0.778
28,PSA3,John McLaren Park,FY06Q3,0.617
197,PSA5,Topaz Open Space,FY06Q3,0.727
6,PSA5,Everson-Digby Lots,FY06Q3,1
199,PSA6,Coso-Precita Mini Park,FY06Q3,0.733
24,PSA6,Garfield Square,FY06Q3,0.863
50,PSA6,James Rolph Jr. Playground,FY06Q3,0.77
50,PSA6,James Rolph Jr. Playground,FY06Q3,0.777
47,PSA3,Hilltop Park,FY06Q3,0.319
46,PSA3,Adam Rogers Park,FY06Q3,0.886
181,PSA5,Diamond-Farnum Open Space,FY06Q3,1
194,PSA5,29th Street-Diamond Open Space,FY06Q3,1
63,PSA6,Mission Dolores Park,FY06Q3,0.874
191,PSA6,Kid Power Park,FY06Q3,1
94,GGP,Golden Gate Park,FY06Q3,0.79
184,PSA1,Fay Park,FY06Q3,1
112,PSA1,Yacht Harbor & Marina Green,FY06Q3,0.507
112,PSA1,Yacht Harbor & Marina Green,FY06Q3,0.588
176,PSA6,Mullen-Peralta Mini Park,FY06Q3,1
94,GGP,Golden Gate Park,FY06Q3,0.846
94,GGP,Golden Gate Park,FY06Q3,0.548
100,PSA1,Richmond Playground,FY06Q3,0.767
53,PSA2,McKinley Square,FY06Q3,0.87
90,PSA4,J. P. Murphy Playground,FY06Q3,1
78,PSA5,Mt. Olympus,FY06Q3,0.696
37,PSA6,Precita Park,FY06Q3,0.809
49,PSA6,Potrero del Sol Park,FY06Q3,0.9
110,PSA1,Cow Hollow Playground,FY06Q3,1
131,PSA1,Allyne Park,FY06Q3,0.886
203,PSA1,Broadway Tunnel West Mini Park,FY06Q3,0.8
164,PSA3,Crocker Amazon Playground,FY06Q4,0.98
130,PSA1,Helen Wills Playground,FY06Q3,0.949
202,PSA2,Utah-18th Street Mini Park,FY06Q3,0.962
55,PSA2,Franklin Square,FY06Q3,0.893
189,PSA3,Ridgetop Plaza,FY06Q3,0.905
48,PSA3,India Basin Shoreline Park,FY06Q3,0.946
14,PSA3,Lessing-Sears Mini Park,FY06Q3,0.653
25,PSA3,Alice Chalmers Playground,FY06Q3,0.977
83,PSA4,Sigmund Stern Recreation Grove,FY06Q3,0.914
67,PSA5,Sunnyside Playground,FY06Q3,0.892
180,PSA5,Sunnyside Conservatory,FY06Q3,0.818
75,PSA5,Eureka Valley Recreation Center,FY06Q3,0.847
79,PSA5,Saturn Street Steps,FY06Q3,0.957
21,PSA5,Geneva Avenue Strip,FY06Q3,0
59,PSA6,Mission Recreation Center,FY06Q3,0.8
62,PSA6,Alioto Mini Park,FY06Q3,0.925
128,PSA1,Lafayette Park,FY06Q3,0.894
132,PSA1,Moscone Recreation Center,FY06Q3,0.96
170,PSA1,Woh Hei Yuen Park,FY06Q3,1
136,PSA1,St. Mary's Square,FY06Q3,0.966
167,PSA4,Midtown Terrace Playground,FY06Q3,0.975
113,PSA6,Duboce Park,FY06Q3,1
94,GGP,Golden Gate Park,FY06Q3,0.945
94,GGP,Golden Gate Park,FY06Q3,0.928
138,PSA1,Justin Herman-Embarcadero Plaza,FY06Q3,0.964
103,PSA1,Lincoln Park,FY06Q3,0.86
123,PSA2,Sgt. John Macaulay Park,FY06Q3,0.875
57,PSA2,Eugene Friend Recreation Center,FY06Q3,0.898
135,PSA2,Union Square,FY06Q4,1
94,GGP,Golden Gate Park,FY06Q4,0.986
200,PSA5,States Street Playground,FY06Q4,0.743
73,PSA5,Seward Mini Park,FY06Q4,0.667
152,PSA1,Chestnut-Kearny Open Space,FY06Q4,0.923
204,PSA1,Broadway Tunnel East Mini Park,FY06Q4,0.167
70,PSA5,Miraloma Playground,FY06Q4,0.966
153,PSA1,Francisco Park,FY06Q4,0
39,PSA3,Silver Terrace Playground,FY06Q4,0.628
13,PSA4,Junipero Serra Playground,FY06Q4,0.899
93,PSA4,Sunset Playground,FY06Q4,0.906
68,PSA4,West Portal Playground,FY06Q4,0.949
23,PSA6,Juri Commons,FY06Q4,0.979
187,PSA6,Parque Ninos Unidos,FY06Q4,0.971
124,PSA2,Raymond Kimbell Playground,FY06Q4,0.744
44,PSA3,Gilman Playground,FY06Q4,0.919
38,PSA3,Bay View Playground,FY06Q4,0.729
91,PSA4,West Sunset Playground,FY06Q4,0.847
94,GGP,Golden Gate Park,FY06Q4,0.9
107,PSA1,Laurel Hill Playground,FY06Q4,0.988
54,PSA2,Jackson Playground,FY06Q4,0.833
84,PSA4,Parkside Square,FY06Q4,0.728
33,PSA6,Bernal Heights Recreation Center,FY06Q4,0.926
34,PSA6,Coleridge Mini Park,FY06Q4,1
137,PSA1,Collis P. Huntington Park,FY06Q4,0.957
145,PSA1,Ina Coolbrith Mini Park,FY06Q4,0.875
141,PSA1,Portsmouth Square,FY06Q4,0.829
86,PSA4,Carl Larsen Park,FY06Q4,0.648
105,PSA1,Angelo J. Rossi Playground,FY06Q4,0.854
154,PSA1,Joseph Conrad Mini Park,FY06Q4,0.974
166,PSA1,Julius Kahn Playground,FY06Q4,0.979
143,PSA1,Sue Bierman Park,FY06Q4,0.9
117,PSA2,Alamo Square,FY06Q4,0.821
7,PSA5,George Christopher Playground,FY06Q4,0.81
8,PSA5,Douglass Playground,FY06Q4,0.937
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY06Q4,0.916
116,PSA2,Hayes Valley Playground,FY06Q4,0.962
114,PSA2,Page-Laguna Mini Park,FY06Q4,0.8
115,PSA2,Koshland Park,FY06Q4,0.887
45,PSA3,Youngblood Coleman Playground,FY06Q4,0.75
108,PSA2,Bush-Broderick Mini Park,FY06Q4,0.472
119,PSA2,Margaret S. Hayward Playground,FY06Q4,0.815
157,PSA3,Selby-Palou Mini Park,FY06Q4,0.629
188,PSA3,Palou-Phelps Park,FY06Q4,1
18,PSA4,Brooks Park,FY06Q4,0.892
196,PSA4,Head-Brotherhood Mini Park,FY06Q4,0.821
151,PSA1,Alice Marble Tennis Courts,FY06Q4,0.977
148,PSA1,Michelangelo Playground,FY06Q4,1
150,PSA1,Joe DiMaggio North Beach Playground,FY06Q4,0.964
149,PSA1,Telegraph Hill/Pioneer Park,FY06Q4,0.761
134,PSA2,Father Alfred E. Boeddeker Park,FY06Q4,0.702
192,PSA2,Turk-Hyde Mini Park,FY06Q4,0.955
104,PSA2,Grattan Playground,FY06Q4,0.761
172,PSA1,Richmond Recreation Center,FY06Q4,1
96,PSA1,Fulton Playground,FY06Q4,1
156,PSA1,10th Avenue-Clement Mini Park,FY06Q4,0.673
95,PSA1,Cabrillo Playground,FY06Q4,0.93
56,PSA2,South Park,FY06Q4,0.878
88,PSA4,McCoppin Square,FY06Q4,0.677
10,PSA4,Lake Merced Park,FY06Q4,0.817
80,PSA5,Corona Heights,FY06Q4,0.914
94,GGP,Golden Gate Park,FY06Q4,0.969
94,GGP,Golden Gate Park,FY06Q4,0.933
122,PSA2,Jefferson Square,FY06Q4,0.9
30,PSA3,Palega Recreation Center,FY06Q4,0.832
42,PSA3,Little Hollywood Park,FY06Q4,0.957
89,PSA4,Golden Gate Heights Park,FY06Q4,0.868
72,PSA5,Noe Valley Courts,FY06Q4,0.845
22,PSA5,Upper Noe Recreation Center,FY06Q4,0.688
147,PSA1,Washington Square,FY06Q4,0.914
144,PSA1,Washington-Hyde Mini Park,FY06Q4,0.977
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY06Q4,0.877
168,PSA2,Tenderloin Children's Recreation Center,FY06Q4,1
177,PSA3,Visitacion Valley Greenway,FY06Q4,1
16,PSA4,Randolph-Bright Mini Park,FY06Q4,0.629
17,PSA4,Merced Heights Playground,FY06Q4,0.582
158,PSA5,Joost-Baden Mini Park,FY06Q4,0.933
1,PSA5,Glen Park,FY06Q4,0.963
31,PSA6,St. Mary's Recreation Center,FY06Q4,0.856
106,PSA2,Beideman-O'Farrell Mini Park,FY06Q4,0.9
182,PSA2,Fillmore-Turk Mini Park,FY06Q4,0.692
160,PSA4,Brotherhood-Chester Mini Park,FY06Q4,1
94,GGP,Golden Gate Park,FY06Q4,0.861
102,PSA1,Mountain Lake Park,FY06Q4,0.946
82,PSA4,Pine Lake Park,FY06Q4,0.915
9,PSA4,Rolph Nicol Playground,FY06Q4,0.795
61,PSA6,Mission Playground,FY06Q4,0.679
60,PSA6,Jose Coronado Playground,FY06Q4,0.611
32,PSA6,Holly Park,FY06Q4,0.8
201,PSA6,Prentiss Mini Park,FY06Q4,0.696
203,PSA1,Broadway Tunnel West Mini Park,FY07Q1,1
130,PSA1,Helen Wills Playground,FY07Q1,0.99
100,PSA1,Richmond Playground,FY07Q1,0.742
99,PSA1,Rochambeau Playground,FY07Q1,0.754
139,PSA1,Willie Woo Woo Wong Playground,FY07Q1,0.968
146,PSA1,Hyde-Vallejo Mini Park,FY07Q1,0.933
98,PSA1,DuPont Courts,FY07Q1,0.904
155,PSA1,Muriel Leff Mini Park,FY07Q1,0.911
6,PSA5,Everson-Digby Lots,FY07Q1,1
197,PSA5,Topaz Open Space,FY07Q1,0
176,PSA6,Mullen-Peralta Mini Park,FY07Q1,1
127,PSA2,Cottage Row Mini Park,FY07Q1,1
121,PSA2,Buchanan Street Mall,FY07Q1,0.593
101,PSA1,Park Presidio Boulevard,FY07Q1,0.824
6,PSA5,Everson-Digby Lots,FY07Q1,0.5
94,GGP,Golden Gate Park,FY07Q1,0.847
123,PSA2,Sgt. John Macaulay Park,FY07Q1,0.85
167,PSA4,Midtown Terrace Playground,FY07Q1,0.893
195,PSA5,Peixotto Playground,FY07Q1,0.884
78,PSA5,Mt. Olympus,FY07Q1,0.722
79,PSA5,Saturn Street Steps,FY07Q1,0.364
132,PSA1,Moscone Recreation Center,FY07Q1,0.944
128,PSA1,Lafayette Park,FY07Q1,0.924
126,PSA2,Japantown Peace Plaza,FY07Q1,0.833
28,PSA3,John McLaren Park,FY07Q1,0.689
48,PSA3,India Basin Shoreline Park,FY07Q1,0.79
202,PSA2,Utah-18th Street Mini Park,FY07Q1,0.882
26,PSA3,Kelloch Velasco Mini Park,FY07Q1,0.75
83,PSA4,Sigmund Stern Recreation Grove,FY07Q1,0.823
63,PSA6,Mission Dolores Park,FY07Q1,0.703
59,PSA6,Mission Recreation Center,FY07Q1,0.935
